LookupID,Geo Place Name,Year,Borough
1326,Southeast Queens,2022,Queens
1327,High Bridge - Morrisania,2020,Bronx
1328,Rockaways,2011,Queens
1329,Bensonhurst - Bay Ridge,2015,Brooklyn
1330,Southeast Queens,2010,Queens
1331,Southeast Queens,2020,Queens
1332,Lower Manhattan,2016,Manhattan
1333,Union Square - Lower East Side,2016,Manhattan
1334,Rockaways,2014,Queens
1335,Southeast Queens,2013,Queens
1336,Southeast Queens,2014,Queens
1337,Southeast Queens,2021,Queens
1338,Financial District (CD1),2021,Manhattan
1339,Hunts Point and Longwood (CD2),2013,Bronx
1340,Union Square - Lower East Side,2012,Manhattan
1341,Manhattan,2012,Manhattan
1342,Coney Island - Sheepshead Bay,2015,Brooklyn
1343,Borough Park,2020,Brooklyn
1344,Manhattan,2015,Manhattan
1345,Manhattan,2016,Manhattan
1346,Lower Manhattan,2011,Manhattan
1347,Mott Haven and Melrose (CD1),2019,Bronx
1348,Hunts Point and Longwood (CD2),2008,Bronx
1349,Hunts Point and Longwood (CD2),2013,Bronx
1350,Fort Greene and Brooklyn Heights (CD2),2017,Brooklyn
1351,Long Island City and Astoria (CD1),2008,Queens
1352,Long Island City and Astoria (CD1),2017,Queens
1353,Fort Greene and Brooklyn Heights (CD2),2013,Brooklyn
1354,Manhattan,2009,Manhattan
1355,Borough Park,2009,Brooklyn
1356,Borough Park,2021,Brooklyn
1357,Borough Park,2017,Brooklyn
1358,Bensonhurst - Bay Ridge,2012,Brooklyn
1359,Fort Greene and Brooklyn Heights (CD2),2018,Brooklyn
1360,Long Island City and Astoria (CD1),2009,Queens
1361,Fort Greene and Brooklyn Heights (CD2),2014,Brooklyn
1362,Fort Greene and Brooklyn Heights (CD2),2011,Brooklyn
1363,Southeast Queens,2015,Queens
1364,Southeast Queens,2019,Queens
1365,Manhattan,2011,Manhattan
1366,Rockaways,2011,Queens
1367,Rockaways,2010,Queens
1368,Manhattan,2016,Manhattan
1369,Southeast Queens,2016,Queens
1370,Coney Island - Sheepshead Bay,2010,Brooklyn
1371,Coney Island - Sheepshead Bay,2011,Brooklyn
1372,Greenpoint and Williamsburg (CD1),2021,Brooklyn
1373,Financial District (CD1),2016,Manhattan
1374,Woodside and Sunnyside (CD2),2020,Queens
1375,Woodside and Sunnyside (CD2),2018,Queens
1376,Hunts Point and Longwood (CD2),2014,Bronx
1377,Hunts Point and Longwood (CD2),2011,Bronx
1378,Hunts Point and Longwood (CD2),2018,Bronx
1379,Bensonhurst - Bay Ridge,2012,Brooklyn
1380,Southeast Queens,2010,Queens
1381,Bensonhurst - Bay Ridge,2005,Brooklyn
1382,Rockaways,2005,Queens
1383,Hunts Point and Longwood (CD2),2019,Bronx
1384,Hunts Point and Longwood (CD2),2005,Bronx
1385,Long Island City and Astoria (CD1),2005,Queens
1386,Borough Park,2005,Brooklyn
1387,Manhattan,2010,Manhattan
1388,Manhattan,2011,Manhattan
1389,Manhattan,2015,Manhattan
1390,Borough Park,2015,Brooklyn
1391,Borough Park,2011,Brooklyn
1392,Upper East Side,2013,Manhattan
1393,Upper East Side,2008,Manhattan
1394,Flushing - Clearview,2013,Queens
1395,Upper East Side,2019,Manhattan
1396,Upper East Side,2022,Manhattan
1397,Bedford Stuyvesant - Crown Heights,2013,Brooklyn
1398,Bedford Stuyvesant - Crown Heights,2019,Brooklyn
1399,Crotona -Tremont,2008,Bronx
1400,Park Slope and Carroll Gardens (CD6),2021,Brooklyn
1401,Riverdale and Fieldston (CD8),2016,Bronx
1402,Park Slope and Carroll Gardens (CD6),2013,Brooklyn
1403,Clinton and Chelsea (CD4),2021,Manhattan
1404,Stuyvesant Town and Turtle Bay (CD6),2021,Manhattan
1405,Crown Heights and Prospect Heights (CD8),2013,Brooklyn
1406,Crown Heights and Prospect Heights (CD8),2018,Brooklyn
1407,Crown Heights and Prospect Heights (CD8),2012,Brooklyn
1408,Crown Heights and Prospect Heights (CD8),2021,Brooklyn
1409,Stuyvesant Town and Turtle Bay (CD6),2014,Manhattan
1410,Riverdale and Fieldston (CD8),2015,Bronx
1411,Stuyvesant Town and Turtle Bay (CD6),2011,Manhattan
1412,Crown Heights and Prospect Heights (CD8),2011,Brooklyn
1413,Crown Heights and Prospect Heights (CD8),2010,Brooklyn
1414,Hillcrest and Fresh Meadows (CD8),2015,Queens
1415,Sunset Park,2017,Brooklyn
1416,East Harlem,2013,Manhattan
1417,Fordham - Bronx Pk,2017,Bronx
1418,Fordham - Bronx Pk,2019,Bronx
1419,Park Slope and Carroll Gardens (CD6),2014,Brooklyn
1420,Riverdale and Fieldston (CD8),2017,Bronx
1421,Park Slope and Carroll Gardens (CD6),2018,Brooklyn
1422,Stuyvesant Town and Turtle Bay (CD6),2014,Manhattan
1423,Greenpoint and Williamsburg (CD1),2020,Brooklyn
1424,Greenwich Village and Soho (CD2),2015,Manhattan
1425,Mott Haven and Melrose (CD1),2015,Bronx
1426,Mott Haven and Melrose (CD1),2018,Bronx
1427,Hunts Point and Longwood (CD2),2012,Bronx
1428,Coney Island - Sheepshead Bay,2011,Brooklyn
1429,Hunts Point and Longwood (CD2),2012,Bronx
1430,Fort Greene and Brooklyn Heights (CD2),2022,Brooklyn
1431,Fort Greene and Brooklyn Heights (CD2),2012,Brooklyn
1432,Borough Park,2022,Brooklyn
1433,Manhattan,2012,Manhattan
1434,Coney Island - Sheepshead Bay,2022,Brooklyn
1435,Manhattan,2014,Manhattan
1436,Lower Manhattan,2017,Manhattan
1437,Manhattan,2013,Manhattan
1438,Manhattan,2017,Manhattan
1439,Coney Island - Sheepshead Bay,2009,Brooklyn
1440,Borough Park,2020,Brooklyn
1441,High Bridge - Morrisania,2013,Bronx
1442,Manhattan,2015,Manhattan
1443,Lower Manhattan,2015,Manhattan
1444,Bensonhurst - Bay Ridge,2022,Brooklyn
1445,Borough Park,2022,Brooklyn
1446,Borough Park,2012,Brooklyn
1447,High Bridge - Morrisania,2012,Bronx
1448,Manhattan,2012,Manhattan
1449,Union Square - Lower East Side,2012,Manhattan
1450,Manhattan,2013,Manhattan
1451,Borough Park,2013,Brooklyn
1452,Lower Manhattan,2017,Manhattan
1453,Manhattan,2009,Manhattan
1454,Manhattan,2017,Manhattan
1455,Coney Island - Sheepshead Bay,2021,Brooklyn
1456,Williamsburg - Bushwick,2012,Brooklyn
1457,Pelham - Throgs Neck,2009,Bronx
1458,East New York,2015,Brooklyn
1459,Upper West Side,2022,Manhattan
1460,Kingsbridge Heights and Bedford (CD7),2011,Bronx
1461,East New York,2008,Brooklyn
1462,Williamsburg - Bushwick,2022,Brooklyn
1463,Upper West Side,2011,Manhattan
1464,Upper West Side,2010,Manhattan
1465,Upper West Side,2015,Manhattan
1466,East New York,2015,Brooklyn
1467,East New York,2010,Brooklyn
1468,East New York,2011,Brooklyn
1469,Pelham - Throgs Neck,2015,Bronx
1470,East New York,2013,Brooklyn
1471,East New York,2013,Brooklyn
1472,East New York,2014,Brooklyn
1473,Sunset Park (CD7),2012,Brooklyn
1474,Sunset Park (CD7),2013,Brooklyn
1475,Rockaway and Broad Channel (CD14),2021,Queens
1476,Upper West Side (CD7),2018,Manhattan
1477,Staten Island,2012,Staten Island
1478,Upper West Side (CD7),2008,Manhattan
1479,Rockaway and Broad Channel (CD14),2017,Queens
1480,Rockaway and Broad Channel (CD14),2008,Queens
1481,Sunset Park (CD7),2008,Brooklyn
1482,East New York,2010,Brooklyn
1483,Upper West Side,2012,Manhattan
1484,Upper West Side,2019,Manhattan
1485,Bayside - Little Neck,2012,Queens
1486,Bayside - Little Neck,2015,Queens
1487,Pelham - Throgs Neck,2019,Bronx
1488,Williamsburg - Bushwick,2019,Brooklyn
1489,Northeast Bronx,2018,Bronx
1490,Downtown - Heights - Slope,2009,Brooklyn
1491,Downtown - Heights - Slope,2010,Brooklyn
1492,Downtown - Heights - Slope,2013,Brooklyn
1493,Central Harlem - Morningside Heights,2010,Manhattan
1494,Central Harlem - Morningside Heights,2011,Manhattan
1495,Central Harlem - Morningside Heights,2015,Manhattan
1496,Northeast Bronx,2012,Bronx
1497,Downtown - Heights - Slope,2009,Brooklyn
1498,Downtown - Heights - Slope,2013,Brooklyn
1499,Downtown - Heights - Slope,2010,Brooklyn
1500,Downtown - Heights - Slope,2014,Brooklyn
1501,Central Harlem - Morningside Heights,2013,Manhattan
1502,Northeast Bronx,2009,Bronx
1503,Downtown - Heights - Slope,2011,Brooklyn
1504,Downtown - Heights - Slope,2015,Brooklyn
1505,Downtown - Heights - Slope,2020,Brooklyn
1506,Downtown - Heights - Slope,2014,Brooklyn
1507,Northeast Bronx,2014,Bronx
1508,Northeast Bronx,2020,Bronx
1509,Midtown (CD5),2012,Manhattan
1510,Midtown (CD5),2022,Manhattan
1511,East New York and Starrett City (CD5),2013,Brooklyn
1512,East New York and Starrett City (CD5),2019,Brooklyn
1513,East New York and Starrett City (CD5),2022,Brooklyn
1514,Brownsville (CD16),2012,Brooklyn
1515,Central Harlem - Morningside Heights,2011,Manhattan
1516,Central Harlem - Morningside Heights,2012,Manhattan
1517,Downtown - Heights - Slope,2012,Brooklyn
1518,Downtown - Heights - Slope,2019,Brooklyn
1519,Midtown (CD5),2013,Manhattan
1520,Coney Island (CD13),2018,Brooklyn
1521,Coney Island (CD13),2020,Brooklyn
1522,Coney Island (CD13),2015,Brooklyn
1523,Sheepshead Bay (CD15),2018,Brooklyn
1524,Queens,2015,Queens
1525,Queens,2019,Queens
1526,Queens,2019,Queens
1527,Canarsie - Flatlands,2021,Brooklyn
1528,Canarsie - Flatlands,2020,Brooklyn
1529,Jamaica,2010,Queens
1530,Canarsie - Flatlands,2013,Brooklyn
1531,Jamaica,2008,Queens
1532,Jamaica,2022,Queens
1533,Long Island City - Astoria,2020,Queens
1534,Borough Park,2015,Brooklyn
1535,Canarsie - Flatlands,2010,Brooklyn
1536,Borough Park,2010,Brooklyn
1537,Borough Park,2011,Brooklyn
1538,Borough Park,2020,Brooklyn
1539,Canarsie - Flatlands,2014,Brooklyn
1540,Jamaica,2011,Queens
1541,Jamaica,2010,Queens
1542,Jamaica,2009,Queens
1543,Jamaica,2013,Queens
1544,Long Island City - Astoria,2017,Queens
1545,Borough Park,2021,Brooklyn
1546,Borough Park,2010,Brooklyn
1547,Borough Park,2009,Brooklyn
1548,Borough Park,2014,Brooklyn
1549,Canarsie - Flatlands,2009,Brooklyn
1550,Borough Park,2017,Brooklyn
1551,Canarsie - Flatlands,2017,Brooklyn
1552,Borough Park,2018,Brooklyn
1553,Borough Park,2011,Brooklyn
1554,Canarsie - Flatlands,2011,Brooklyn
1555,Midtown (CD5),2022,Manhattan
1556,East New York and Starrett City (CD5),2017,Brooklyn
1557,Midtown (CD5),2015,Manhattan
1558,Midtown (CD5),2019,Manhattan
1559,Fordham and University Heights (CD5),2017,Bronx
1560,Fordham and University Heights (CD5),2021,Bronx
1561,Central Harlem - Morningside Heights,2009,Manhattan
1562,Downtown - Heights - Slope,2009,Brooklyn
1563,Downtown - Heights - Slope,2011,Brooklyn
1564,Fordham and University Heights (CD5),2017,Bronx
1565,Brownsville (CD16),2008,Brooklyn
1566,Brownsville (CD16),2017,Brooklyn
1567,Fordham and University Heights (CD5),2013,Bronx
1568,Fordham and University Heights (CD5),2019,Bronx
1569,Brownsville (CD16),2010,Brooklyn
1570,Brownsville (CD16),2009,Brooklyn
1571,Downtown - Heights - Slope,2013,Brooklyn
1572,Downtown - Heights - Slope,2012,Brooklyn
1573,Downtown - Heights - Slope,2009,Brooklyn
1574,Downtown - Heights - Slope,2020,Brooklyn
1575,Chelsea - Clinton,2014,Manhattan
1576,Northeast Bronx,2011,Bronx
1577,Chelsea - Clinton,2010,Manhattan
1578,Northeast Bronx,2019,Bronx
1579,Brownsville (CD16),2017,Brooklyn
1580,Brownsville (CD16),2013,Brooklyn
1581,Brownsville (CD16),2011,Brooklyn
1582,Brownsville (CD16),2010,Brooklyn
1583,Downtown - Heights - Slope,2012,Brooklyn
1584,Central Harlem - Morningside Heights,2012,Manhattan
1585,Central Harlem - Morningside Heights,2015,Manhattan
1586,Stuyvesant Town and Turtle Bay (CD6),2016,Manhattan
1587,Bedford Stuyvesant - Crown Heights,2017,Brooklyn
1588,Bedford Stuyvesant - Crown Heights,2022,Brooklyn
1589,Ridgewood - Forest Hills,2022,Queens
1590,Sunset Park,2008,Brooklyn
1591,Crown Heights and Prospect Heights (CD8),2011,Brooklyn
1592,Crown Heights and Prospect Heights (CD8),2009,Brooklyn
1593,Clinton and Chelsea (CD4),2020,Manhattan
1594,Crown Heights and Prospect Heights (CD8),2017,Brooklyn
1595,Hillcrest and Fresh Meadows (CD8),2020,Queens
1596,Upper East Side,2009,Manhattan
1597,Upper East Side,2012,Manhattan
1598,Bedford Stuyvesant - Crown Heights,2015,Brooklyn
1599,East Harlem,2012,Manhattan
1600,Crotona -Tremont,2009,Bronx
1601,Upper East Side,2017,Manhattan
1602,Crotona -Tremont,2005,Bronx
1603,Sunset Park,2012,Brooklyn
1604,Crown Heights and Prospect Heights (CD8),2016,Brooklyn
1605,Rego Park and Forest Hills (CD6),2018,Queens
1606,Park Slope and Carroll Gardens (CD6),2019,Brooklyn
1607,Park Slope and Carroll Gardens (CD6),2022,Brooklyn
1608,Riverdale and Fieldston (CD8),2017,Bronx
1609,Park Slope and Carroll Gardens (CD6),2013,Brooklyn
1610,Clinton and Chelsea (CD4),2019,Manhattan
1611,Clinton and Chelsea (CD4),2022,Manhattan
1612,Stuyvesant Town and Turtle Bay (CD6),2013,Manhattan
1613,Stuyvesant Town and Turtle Bay (CD6),2019,Manhattan
1614,Downtown - Heights - Slope,2015,Brooklyn
1615,Northeast Bronx,2005,Bronx
1616,Northeast Bronx,2017,Bronx
1617,Downtown - Heights - Slope,2010,Brooklyn
1618,Central Harlem - Morningside Heights,2019,Manhattan
1619,Northeast Bronx,2010,Bronx
1620,Brownsville (CD16),2010,Brooklyn
1621,Brownsville (CD16),2009,Brooklyn
1622,East New York and Starrett City (CD5),2011,Brooklyn
1623,Fordham and University Heights (CD5),2016,Bronx
1624,Downtown - Heights - Slope,2009,Brooklyn
1625,Fordham and University Heights (CD5),2020,Bronx
1626,East New York and Starrett City (CD5),2010,Brooklyn
1627,East New York and Starrett City (CD5),2012,Brooklyn
1628,East New York and Starrett City (CD5),2019,Brooklyn
1629,Midtown (CD5),2019,Manhattan
1630,Midtown (CD5),2015,Manhattan
1631,Midtown (CD5),2019,Manhattan
1632,Fordham and University Heights (CD5),2010,Bronx
1633,Fordham and University Heights (CD5),2011,Bronx
1634,Brownsville (CD16),2020,Brooklyn
1635,East New York and Starrett City (CD5),2018,Brooklyn
1636,Downtown - Heights - Slope,2005,Brooklyn
1637,Central Harlem - Morningside Heights,2005,Manhattan
1638,Northeast Bronx,2005,Bronx
1639,Northeast Bronx,2017,Bronx
1640,Fordham and University Heights (CD5),2010,Bronx
1641,Fordham and University Heights (CD5),2011,Bronx
1642,Fordham and University Heights (CD5),2018,Bronx
1643,Crown Heights and Prospect Heights (CD8),2008,Brooklyn
1644,Crotona -Tremont,2012,Bronx
1645,Flushing - Clearview,2009,Queens
1646,Crotona -Tremont,2009,Bronx
1647,East Harlem,2009,Manhattan
1648,Sunset Park,2009,Brooklyn
1649,Upper East Side,2012,Manhattan
1650,East Harlem,2015,Manhattan
1651,East Harlem,2013,Manhattan
1652,Fordham - Bronx Pk,2019,Bronx
1653,Fordham - Bronx Pk,2017,Bronx
1654,Upper East Side,2010,Manhattan
1655,East Harlem,2010,Manhattan
1656,Bedford Stuyvesant - Crown Heights,2010,Brooklyn
1657,Crotona -Tremont,2010,Bronx
1658,Crotona -Tremont,2013,Bronx
1659,Sunset Park,2013,Brooklyn
1660,Fordham - Bronx Pk,2021,Bronx
1661,Crown Heights and Prospect Heights (CD8),2012,Brooklyn
1662,Crown Heights and Prospect Heights (CD8),2018,Brooklyn
1663,Crown Heights and Prospect Heights (CD8),2021,Brooklyn
1664,Belmont and East Tremont (CD6),2016,Bronx
1665,Crown Heights and Prospect Heights (CD8),2021,Brooklyn
1666,Belmont and East Tremont (CD6),2021,Bronx
1667,Stuyvesant Town and Turtle Bay (CD6),2018,Manhattan
1668,Bedford Stuyvesant - Crown Heights,2015,Brooklyn
1669,Sunset Park,2012,Brooklyn
1670,Fordham - Bronx Pk,2012,Bronx
1671,Sunset Park,2010,Brooklyn
1672,Fordham and University Heights (CD5),2021,Bronx
1673,Brownsville (CD16),2012,Brooklyn
1674,Brownsville (CD16),2013,Brooklyn
1675,Central Harlem - Morningside Heights,2012,Manhattan
1676,Downtown - Heights - Slope,2010,Brooklyn
1677,Central Harlem - Morningside Heights,2019,Manhattan
1678,Northeast Bronx,2015,Bronx
1679,Northeast Bronx,2011,Bronx
1680,Northeast Bronx,2014,Bronx
1681,Fresh Meadows,2018,Queens
1682,Fresh Meadows,2020,Queens
1683,Central Harlem - Morningside Heights,2015,Manhattan
1684,Central Harlem - Morningside Heights,2015,Manhattan
1685,Brownsville (CD16),2011,Brooklyn
1686,Midtown (CD5),2015,Manhattan
1687,East New York and Starrett City (CD5),2019,Brooklyn
1688,Fordham and University Heights (CD5),2014,Bronx
1689,Brownsville (CD16),2009,Brooklyn
1690,Midtown (CD5),2020,Manhattan
1691,Fordham and University Heights (CD5),2009,Bronx
1692,Fordham and University Heights (CD5),2011,Bronx
1693,Brownsville (CD16),2010,Brooklyn
1694,Midtown (CD5),2015,Manhattan
1695,Midtown (CD5),2018,Manhattan
1696,Brownsville (CD16),2011,Brooklyn
1697,Brownsville (CD16),2014,Brooklyn
1698,Brownsville (CD16),2017,Brooklyn
1699,Fordham and University Heights (CD5),2009,Bronx
1700,Fordham and University Heights (CD5),2013,Bronx
1701,Northeast Bronx,2011,Bronx
1702,Central Harlem - Morningside Heights,2009,Manhattan
1703,Chelsea - Clinton,2011,Manhattan
1704,Bensonhurst - Bay Ridge,2014,Brooklyn
1705,Union Square - Lower East Side,2013,Manhattan
1706,Coney Island - Sheepshead Bay,2014,Brooklyn
1707,Bensonhurst - Bay Ridge,2009,Brooklyn
1708,Bensonhurst - Bay Ridge,2018,Brooklyn
1709,Rockaways,2014,Queens
1710,Southeast Queens,2015,Queens
1711,Southeast Queens,2020,Queens
1712,Union Square - Lower East Side,2009,Manhattan
1713,Union Square - Lower East Side,2011,Manhattan
1714,Borough Park,2018,Brooklyn
1715,Manhattan,2009,Manhattan
1716,Union Square - Lower East Side,2021,Manhattan
1717,Lower Manhattan,2013,Manhattan
1718,Lower Manhattan,2021,Manhattan
1719,Hunts Point and Longwood (CD2),2022,Bronx
1720,Hunts Point and Longwood (CD2),2013,Bronx
1721,Hunts Point and Longwood (CD2),2022,Bronx
1722,Manhattan,2021,Manhattan
1723,Manhattan,2014,Manhattan
1724,Lower Manhattan,2021,Manhattan
1725,Union Square - Lower East Side,2010,Manhattan
1726,Manhattan,2011,Manhattan
1727,Borough Park,2015,Brooklyn
1728,Greenwich Village and Soho (CD2),2022,Manhattan
1729,Borough Park,2018,Brooklyn
1730,Borough Park,2009,Brooklyn
1731,Borough Park,2015,Brooklyn
1732,High Bridge - Morrisania,2011,Bronx
1733,Coney Island - Sheepshead Bay,2009,Brooklyn
1734,Mott Haven and Melrose (CD1),2019,Bronx
1735,Fort Greene and Brooklyn Heights (CD2),2008,Brooklyn
1736,Sunset Park (CD7),2013,Brooklyn
1737,Sunset Park (CD7),2012,Brooklyn
1738,Rockaway and Broad Channel (CD14),2021,Queens
1739,Flushing and Whitestone (CD7),2009,Queens
1740,East New York,2019,Brooklyn
1741,East New York,2019,Brooklyn
1742,Upper West Side,2016,Manhattan
1743,East New York,2016,Brooklyn
1744,Staten Island,2016,Staten Island
1745,Sunset Park (CD7),2012,Brooklyn
1746,Kingsbridge Heights and Bedford (CD7),2022,Bronx
1747,East New York,2021,Brooklyn
1748,Rockaway and Broad Channel (CD14),2018,Queens
1749,Kingsbridge Heights and Bedford (CD7),2009,Bronx
1750,Kingsbridge Heights and Bedford (CD7),2011,Bronx
1751,Kingsbridge Heights and Bedford (CD7),2014,Bronx
1752,Williamsburg - Bushwick,2015,Brooklyn
1753,Bayside - Little Neck,2019,Queens
1754,Pelham - Throgs Neck,2005,Bronx
1755,Sunset Park (CD7),2019,Brooklyn
1756,Kingsbridge Heights and Bedford (CD7),2019,Bronx
1757,Upper West Side (CD7),2005,Manhattan
1758,Rockaway and Broad Channel (CD14),2005,Queens
1759,Flushing and Whitestone (CD7),2005,Queens
1760,Sunset Park (CD7),2005,Brooklyn
1761,Sunset Park (CD7),2014,Brooklyn
1762,Rockaway and Broad Channel (CD14),2011,Queens
1763,Rockaway and Broad Channel (CD14),2009,Queens
1764,Rockaway and Broad Channel (CD14),2014,Queens
1765,Kingsbridge Heights and Bedford (CD7),2012,Bronx
1766,Staten Island,2015,Staten Island
1767,Williamsburg - Bushwick,2011,Brooklyn
1768,Williamsbridge and Baychester (CD12),2008,Bronx
1769,Williamsbridge and Baychester (CD12),2017,Bronx
1770,Jamaica and Hollis (CD12),2022,Queens
1771,Throgs Neck and Co-op City (CD10),2008,Bronx
1772,Throgs Neck and Co-op City (CD10),2017,Bronx
1773,Greenpoint,2022,Brooklyn
1774,Greenpoint,2008,Brooklyn
1775,Throgs Neck and Co-op City (CD10),2020,Bronx
1776,Long Island City - Astoria,2019,Queens
1777,Long Island City - Astoria,2016,Queens
1778,Greenpoint,2009,Brooklyn
1779,Long Island City - Astoria,2017,Queens
1780,Central Harlem (CD10),2016,Manhattan
1781,Washington Heights and Inwood (CD12),2021,Manhattan
1782,Williamsbridge and Baychester (CD12),2012,Bronx
1783,Williamsbridge and Baychester (CD12),2013,Bronx
1784,Williamsbridge and Baychester (CD12),2021,Bronx
1785,Bay Ridge and Dyker Heights (CD10),2021,Brooklyn
1786,Kingsbridge - Riverdale,2015,Bronx
1787,Greenpoint,2015,Brooklyn
1788,South Ozone Park and Howard Beach (CD10),2008,Queens
1789,Port Richmond,2017,Staten Island
1790,South Ozone Park and Howard Beach (CD10),2012,Queens
1791,South Ozone Park and Howard Beach (CD10),2013,Queens
1792,South Ozone Park and Howard Beach (CD10),2018,Queens
1793,Upper East Side (CD8),2016,Manhattan
1794,Central Harlem (CD10),2016,Manhattan
1795,South Ozone Park and Howard Beach (CD10),2009,Queens
1796,South Ozone Park and Howard Beach (CD10),2014,Queens
1797,South Ozone Park and Howard Beach (CD10),2011,Queens
1798,Sunset Park,2015,Brooklyn
1799,Crown Heights and Prospect Heights (CD8),2013,Brooklyn
1800,Crown Heights and Prospect Heights (CD8),2017,Brooklyn
1801,Hillcrest and Fresh Meadows (CD8),2019,Queens
1802,Crotona -Tremont,2010,Bronx
1803,Crotona -Tremont,2017,Bronx
1804,Sunset Park,2014,Brooklyn
1805,Upper East Side,2010,Manhattan
1806,Upper East Side,2015,Manhattan
1807,Bedford Stuyvesant - Crown Heights,2019,Brooklyn
1808,Bedford Stuyvesant - Crown Heights,2015,Brooklyn
1809,Sunset Park,2020,Brooklyn
1810,Fordham - Bronx Pk,2011,Bronx
1811,Fordham - Bronx Pk,2010,Bronx
1812,Park Slope and Carroll Gardens (CD6),2022,Brooklyn
1813,Park Slope and Carroll Gardens (CD6),2012,Brooklyn
1814,Stuyvesant Town and Turtle Bay (CD6),2012,Manhattan
1815,Stuyvesant Town and Turtle Bay (CD6),2022,Manhattan
1816,Crown Heights and Prospect Heights (CD8),2012,Brooklyn
1817,Upper East Side,2010,Manhattan
1818,Flushing - Clearview,2012,Queens
1819,Crotona -Tremont,2005,Bronx
1820,East Harlem,2005,Manhattan
1821,Park Slope and Carroll Gardens (CD6),2019,Brooklyn
1822,Park Slope and Carroll Gardens (CD6),2010,Brooklyn
1823,Stuyvesant Town and Turtle Bay (CD6),2010,Manhattan
1824,Stuyvesant Town and Turtle Bay (CD6),2019,Manhattan
1825,Crown Heights and Prospect Heights (CD8),2019,Brooklyn
1826,Crown Heights and Prospect Heights (CD8),2005,Brooklyn
1827,Upper East Side,2010,Manhattan
1828,Park Slope and Carroll Gardens (CD6),2009,Brooklyn
1829,Fort Greene and Brooklyn Heights (CD2),2017,Brooklyn
1830,Greenpoint and Williamsburg (CD1),2015,Brooklyn
1831,Mott Haven and Melrose (CD1),2016,Bronx
1832,Mott Haven and Melrose (CD1),2015,Bronx
1833,Fort Greene and Brooklyn Heights (CD2),2011,Brooklyn
1834,Fort Greene and Brooklyn Heights (CD2),2010,Brooklyn
1835,Long Island City and Astoria (CD1),2020,Queens
1836,Financial District (CD1),2020,Manhattan
1837,Hunts Point and Longwood (CD2),2010,Bronx
1838,Hunts Point and Longwood (CD2),2011,Bronx
1839,Fort Greene and Brooklyn Heights (CD2),2013,Brooklyn
1840,Long Island City and Astoria (CD1),2008,Queens
1841,Hunts Point and Longwood (CD2),2010,Bronx
1842,Hunts Point and Longwood (CD2),2017,Bronx
1843,Greenpoint and Williamsburg (CD1),2021,Brooklyn
1844,Borough Park,2014,Brooklyn
1845,Coney Island - Sheepshead Bay,2014,Brooklyn
1846,Manhattan,2009,Manhattan
1847,Manhattan,2018,Manhattan
1848,Greenwich Village and Soho (CD2),2019,Manhattan
1849,Greenwich Village and Soho (CD2),2013,Manhattan
1850,Greenwich Village and Soho (CD2),2017,Manhattan
1851,Greenwich Village and Soho (CD2),2022,Manhattan
1852,Union Square - Lower East Side,2018,Manhattan
1853,Borough Park,2016,Brooklyn
1854,Union Square - Lower East Side,2021,Manhattan
1855,Manhattan,2013,Manhattan
1856,Lower Manhattan,2013,Manhattan
1857,Coney Island - Sheepshead Bay,2009,Brooklyn
1858,High Bridge - Morrisania,2009,Bronx
1859,High Bridge - Morrisania,2018,Bronx
1860,Bensonhurst - Bay Ridge,2017,Brooklyn
1861,Southeast Queens,2011,Queens
1862,Southeast Queens,2009,Queens
1863,Rockaways,2016,Queens
1864,Southeast Queens,2014,Queens
1865,Rockaways,2018,Queens
1866,Coney Island - Sheepshead Bay,2014,Brooklyn
1867,Coney Island - Sheepshead Bay,2016,Brooklyn
1868,Southeast Queens,2018,Queens
1869,Rockaways,2009,Queens
1870,Rockaways,2014,Queens
1871,Southeast Queens,2016,Queens
1872,Bensonhurst - Bay Ridge,2010,Brooklyn
1873,Bensonhurst - Bay Ridge,2015,Brooklyn
1874,Bensonhurst - Bay Ridge,2019,Brooklyn
1875,Manhattan,2012,Manhattan
1876,Manhattan,2019,Manhattan
1877,Borough Park,2015,Brooklyn
1878,Lower Manhattan,2010,Manhattan
1879,St. George and Stapleton (CD1),2013,Staten Island
1880,St. George and Stapleton (CD1),2014,Staten Island
1881,St. George and Stapleton (CD1),2015,Staten Island
1882,Hunts Point and Longwood (CD2),2020,Bronx
1883,Borough Park,2012,Brooklyn
1884,Manhattan,2015,Manhattan
1885,High Bridge - Morrisania,2009,Bronx
1886,Coney Island - Sheepshead Bay,2009,Brooklyn
1887,Rockaways,2005,Queens
1888,Bensonhurst - Bay Ridge,2015,Brooklyn
1889,Southeast Queens,2012,Queens
1890,Southeast Queens,2015,Queens
1891,Southeast Queens,2019,Queens
1892,Clinton and Chelsea (CD4),2018,Manhattan
1893,Stuyvesant Town and Turtle Bay (CD6),2011,Manhattan
1894,Stuyvesant Town and Turtle Bay (CD6),2014,Manhattan
1895,Stuyvesant Town and Turtle Bay (CD6),2018,Manhattan
1896,Park Slope and Carroll Gardens (CD6),2011,Brooklyn
1897,Park Slope and Carroll Gardens (CD6),2014,Brooklyn
1898,Park Slope and Carroll Gardens (CD6),2018,Brooklyn
1899,Rego Park and Forest Hills (CD6),2022,Queens
1900,Crotona -Tremont,2012,Bronx
1901,Ridgewood - Forest Hills,2022,Queens
1902,Crotona -Tremont,2011,Bronx
1903,Sunset Park,2012,Brooklyn
